ExterQual,BsmtQual,BsmtExposure,KitchenQual,GarageFinish,Neighborhood,HouseStyle,Foundation,GarageType,OverallQual,YearBuilt,MasVnrArea,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageArea,TotalSF,TotalBath,SalePrice
Gd,Gd,No,Gd,RFn,CollgCr,1Story,PConc,Attchd,7,2002,110.0,1573,6,0,544,3146,3.0,227000
TA,Gd,No,TA,Fin,Timber,1Story,CBlock,Attchd,7,1990,54.0,1339,6,1,484,2648,3.0,180000
TA,Gd,Mn,Gd,Unf,CollgCr,1Story,CBlock,Detchd,5,1977,0.0,1040,5,0,484,2080,2.0,150500
TA,TA,Av,TA,NoGar,Mitchel,2Story,CBlock,NoGar,6,1971,0.0,1824,8,0,0,2736,3.0,139000
TA,TA,No,Gd,Unf,SWISU,1.5Fin,PConc,Detchd,6,1919,0.0,2447,10,1,336,3251,2.0,169000
TA,TA,No,TA,Unf,BrkSide,1.5Fin,CBlock,Detchd,6,1939,0.0,1412,6,1,280,2192,1.0,132500
TA,TA,No,TA,Unf,NWAmes,1Story,CBlock,Attchd,6,1963,451.0,1328,6,2,528,2656,2.5,143000
TA,TA,Av,TA,Unf,ClearCr,1Story,CBlock,Attchd,5,1964,621.0,1582,7,0,390,3206,2.5,190000
Gd,Gd,No,Ex,Fin,StoneBr,1Story,PConc,Attchd,8,2000,0.0,1659,5,1,499,3160,3.0,278000
Gd,Gd,Mn,Ex,Fin,NridgHt,2Story,PConc,BuiltIn,8,2006,788.0,1970,8,1,753,3055,2.5,281000
TA,TA,Av,TA,RFn,NAmes,SLvl,PConc,Attchd,5,1964,86.0,1152,6,1,484,2304,2.0,180500
TA,TA,No,TA,Unf,BrDale,2Story,CBlock,Detchd,5,1972,268.0,1302,6,0,264,1932,2.5,119500
TA,TA,No,TA,RFn,OldTown,2Story,Stone,Attchd,5,1892,0.0,2372,11,0,432,3366,2.0,107500
TA,Gd,No,TA,RFn,NWAmes,2Story,PConc,Attchd,7,1976,0.0,1664,8,1,528,2496,2.5,162900
TA,TA,No,TA,Unf,Edwards,1Story,CBlock,Detchd,5,1955,0.0,864,5,0,572,1728,2.0,115000
TA,TA,Av,TA,RFn,NAmes,1Story,CBlock,Attchd,5,1968,168.0,1052,5,0,288,2104,2.5,138500
TA,TA,Mn,TA,RFn,NAmes,1Story,CBlock,Attchd,5,1963,148.0,1128,6,0,525,2248,3.0,155000
TA,Gd,Gd,TA,Fin,Edwards,SFoyer,PConc,Basment,6,2005,82.0,1072,5,0,525,1619,3.0,140000
Ex,Ex,Gd,Ex,Fin,Edwards,2Story,PConc,Attchd,10,2008,796.0,5642,12,3,1418,11752,4.5,160000
TA,TA,No,Gd,RFn,NAmes,1Story,CBlock,Attchd,5,1959,0.0,1246,6,0,305,2492,2.5,154000
Gd,Gd,No,Gd,Fin,Gilbert,2Story,PConc,Attchd,7,1999,344.0,1983,9,1,490,2961,2.5,225000
TA,TA,No,Gd,Unf,Crawfor,2Story,CBlock,Attchd,6,1942,0.0,1494,7,2,213,2265,1.0,177500
Gd,Gd,No,Gd,RFn,NoRidge,2Story,PConc,Attchd,8,1994,391.0,2526,8,1,844,3691,3.5,290000
Gd,Gd,Av,Gd,RFn,Somerst,1Story,PConc,Attchd,7,2005,228.0,1616,7,0,834,3232,2.0,232000
Gd,Gd,No,Gd,Unf,Edwards,2Story,PConc,Detchd,7,2004,117.0,1708,7,0,380,2684,2.0,130000
Gd,Ex,No,Ex,Fin,NridgHt,1Story,PConc,Attchd,9,2006,300.0,1652,6,2,840,3304,3.0,325000
Gd,Gd,No,Gd,RFn,NridgHt,1Story,PConc,Attchd,7,2005,94.0,1368,6,1,474,2736,2.0,202500
TA,Gd,No,TA,Unf,CollgCr,1Story,PConc,Detchd,5,1994,0.0,990,5,0,480,1980,2.0,138000
TA,TA,No,Gd,Unf,OldTown,1Story,CBlock,Attchd,5,1948,0.0,1122,6,0,528,2046,2.0,147000
TA,Gd,No,Gd,RFn,SawyerW,1Story,CBlock,Attchd,6,1991,88.0,1294,6,0,496,2572,3.0,179200
Gd,Gd,Av,Ex,Fin,Crawfor,1Story,PConc,Attchd,7,1959,0.0,1902,7,2,567,3804,3.0,335000
Gd,Gd,No,Gd,RFn,CollgCr,1Story,PConc,Attchd,7,2005,80.0,1274,6,0,508,2548,3.0,203000
Gd,Ex,No,Gd,RFn,NoRidge,2Story,PConc,Attchd,8,1990,336.0,2810,9,1,750,4263,2.5,302000
Gd,Gd,No,Gd,Fin,NoRidge,2Story,PConc,BuiltIn,9,1999,165.0,2599,10,1,779,3992,2.5,333168
TA,TA,No,TA,Unf,Edwards,1Story,CBlock,Detchd,4,1954,0.0,948,5,1,280,1896,2.0,119000
TA,Fa,Mn,TA,Unf,NAmes,2Story,CBlock,Attchd,6,1969,0.0,2112,9,2,576,3064,2.5,206900
Gd,Ex,Gd,Ex,RFn,CollgCr,1Story,PConc,Attchd,8,2008,270.0,1630,8,1,860,3252,3.0,295493
Gd,Ex,No,Gd,RFn,Somerst,1Story,PConc,Attchd,7,2006,0.0,1352,5,1,466,2704,2.0,208900
Gd,Gd,Gd,Gd,RFn,CollgCr,1Story,PConc,Attchd,8,2001,178.0,1787,7,1,748,3540,2.0,275000
TA,TA,No,TA,Unf,Edwards,1Story,PConc,Attchd,4,1954,132.0,948,5,0,248,1812,1.0,111000
TA,TA,No,TA,RFn,NAmes,1Story,CBlock,Attchd,6,1957,0.0,1478,6,2,442,2956,2.5,156500
TA,NoBas,NoBas,TA,Unf,BrkSide,1Story,CBlock,Detchd,3,1949,0.0,720,4,0,287,720,1.0,72500
Gd,Gd,No,Gd,RFn,NoRidge,2Story,PConc,Attchd,7,1992,0.0,1923,8,1,564,2673,3.5,190000
Fa,TA,No,Fa,NoGar,BrkSide,1Story,CBlock,NoGar,4,1940,0.0,708,5,0,0,1128,1.0,82500
Gd,Ex,Av,Gd,RFn,Somerst,1Story,PConc,Attchd,8,2006,428.0,1795,7,1,895,3590,2.0,147000
TA,TA,No,TA,NoGar,IDOTRR,1Story,BrkTil,NoGar,4,1922,0.0,796,5,0,0,1592,1.0,55000
TA,TA,No,Gd,NoGar,Edwards,1Story,BrkTil,NoGar,3,1931,0.0,774,6,0,0,1318,1.0,79000
Gd,TA,No,Gd,Unf,Mitchel,1Story,CBlock,Attchd,5,1982,0.0,816,5,1,264,1632,1.5,130500
Gd,Gd,No,TA,Unf,OldTown,1.5Fin,BrkTil,Detchd,6,1920,0.0,2792,8,2,520,4302,2.0,256000
TA,Gd,No,TA,Fin,Gilbert,2Story,PConc,Attchd,7,1998,0.0,1632,8,1,462,2567,2.5,176500
Gd,Gd,Av,Gd,RFn,Somerst,1Story,PConc,Attchd,8,2006,410.0,1588,7,1,825,3176,2.0,227000
TA,TA,Av,TA,Unf,CollgCr,SLvl,CBlock,Detchd,5,1976,0.0,954,6,0,576,1865,1.0,132500
TA,TA,Mn,TA,Unf,Edwards,1Story,CBlock,Detchd,4,1938,0.0,816,3,1,288,1632,2.0,100000
TA,TA,No,Gd,Unf,IDOTRR,1.5Fin,CBlock,Detchd,5,1938,0.0,1360,6,0,297,2163,1.5,125500
TA,TA,No,TA,Unf,BrDale,2Story,CBlock,Attchd,5,1970,312.0,1365,7,0,440,2130,1.5,125000
TA,Gd,No,TA,RFn,NWAmes,1Story,CBlock,Attchd,6,1977,360.0,1334,6,1,630,2684,2.5,167900
TA,TA,No,TA,Unf,NWAmes,1Story,CBlock,Detchd,5,1973,564.0,1656,8,0,506,3312,2.0,135000
TA,TA,No,Fa,NoGar,OldTown,1Story,CBlock,NoGar,4,1941,0.0,693,4,0,0,1386,1.0,52500
Gd,Gd,No,Gd,RFn,CollgCr,2Story,PConc,BuiltIn,7,2002,0.0,1861,8,0,492,2777,3.5,200000
TA,TA,Mn,TA,RFn,CollgCr,1Story,CBlock,Attchd,5,1972,0.0,864,5,0,288,1728,1.0,128500
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Detchd,4,1971,0.0,872,5,0,480,1730,1.0,123000
TA,Gd,No,Gd,Unf,SawyerW,1Story,PConc,Detchd,6,2003,0.0,1114,6,0,576,2228,2.0,155000
Gd,Gd,No,Gd,RFn,CollgCr,2Story,PConc,Attchd,8,2002,149.0,2169,7,1,647,3453,2.5,228500
TA,TA,No,TA,Unf,Crawfor,1.5Fin,BrkTil,Detchd,6,1928,0.0,1913,9,1,342,2809,1.5,177000
Gd,Gd,No,Gd,Fin,CollgCr,2Story,PConc,Attchd,7,2006,0.0,1456,8,1,440,2184,2.5,155835
TA,TA,No,Fa,Unf,OldTown,1Story,PConc,Detchd,4,1920,0.0,960,5,0,308,1920,1.0,108500
TA,TA,No,TA,RFn,NWAmes,1Story,CBlock,Attchd,7,1968,0.0,2156,9,1,508,3724,2.0,262500
Gd,Ex,Gd,Gd,Fin,Timber,1Story,PConc,Attchd,8,2006,100.0,1776,7,1,712,3508,3.0,283463
Gd,Gd,Gd,Gd,RFn,SawyerW,1Story,PConc,Attchd,7,1998,0.0,1494,5,1,514,2976,3.0,215000
TA,TA,No,TA,NoGar,OldTown,2Story,BrkTil,NoGar,8,1872,0.0,2358,8,0,0,2837,2.0,122000
TA,TA,No,TA,Unf,NAmes,2Story,CBlock,Detchd,5,1969,368.0,2634,12,0,968,3882,4.5,200000
TA,TA,No,TA,Fin,NAmes,2Story,CBlock,Attchd,6,1962,318.0,1716,8,1,490,2574,1.5,171000
Gd,TA,No,TA,Unf,BrkSide,1.5Fin,BrkTil,Detchd,6,1937,0.0,1176,4,0,624,1874,1.0,134900
Gd,Gd,Av,Gd,Fin,NoRidge,1.5Fin,PConc,Attchd,8,1995,579.0,3238,9,1,666,5271,3.5,410000
Gd,Gd,No,Gd,RFn,CollgCr,2Story,PConc,Attchd,7,2000,0.0,1865,7,1,839,2857,3.5,235000
TA,TA,No,Gd,RFn,NWAmes,SLvl,CBlock,Attchd,7,1968,143.0,1920,8,1,487,2490,3.0,170000
TA,TA,No,TA,RFn,NAmes,1Story,CBlock,Attchd,5,1966,65.0,892,5,0,264,1756,1.0,110000
TA,TA,No,TA,Fin,NAmes,1Story,CBlock,Attchd,5,1971,0.0,1078,6,1,500,2156,2.5,149900
Gd,Gd,No,Gd,Unf,Somerst,2Story,PConc,Detchd,6,2000,216.0,1573,5,0,440,2329,2.5,177500
Gd,Ex,Av,Ex,Fin,NridgHt,1Story,PConc,Attchd,9,2004,66.0,1980,8,1,770,3960,3.0,315000
TA,TA,No,TA,RFn,SWISU,2Story,BrkTil,BuiltIn,5,1921,0.0,2601,8,0,621,3213,3.5,189000
Gd,Ex,Av,Gd,Fin,StoneBr,1Story,PConc,Attchd,7,2005,16.0,1530,7,1,430,3060,3.0,260000
TA,TA,No,TA,Unf,NAmes,1.5Fin,BrkTil,Attchd,4,1920,0.0,1738,7,1,368,2453,2.0,104900
TA,Gd,No,Gd,Fin,Gilbert,2Story,PConc,BuiltIn,6,2006,0.0,1412,6,1,432,2028,2.5,156932
Gd,Gd,No,Gd,RFn,Somerst,2Story,PConc,Detchd,7,2005,0.0,1200,4,0,480,1720,2.5,144152
Gd,Gd,No,Gd,RFn,Somerst,2Story,PConc,Attchd,7,2000,0.0,1674,7,0,663,2488,3.5,216000
Gd,Gd,No,Gd,RFn,CollgCr,2Story,PConc,Attchd,7,1999,158.0,1790,7,0,588,2663,3.5,193000
TA,TA,No,TA,RFn,MeadowV,2Story,PConc,Attchd,5,1977,0.0,1475,6,1,336,2232,2.0,127000
Gd,Gd,Av,Gd,Fin,CollgCr,1Story,PConc,Attchd,6,2003,170.0,848,4,0,420,1696,2.0,144000
Gd,Gd,Av,Gd,Fin,CollgCr,1Story,PConc,Attchd,8,2003,171.0,1668,8,1,502,3325,3.0,232000
Fa,TA,No,TA,Fin,OldTown,1.5Fin,PConc,Detchd,4,1920,0.0,1374,6,0,338,2214,1.0,105000
TA,TA,Av,Gd,RFn,NAmes,SLvl,CBlock,BuiltIn,6,1955,0.0,1661,8,1,377,2653,2.0,165500
TA,Gd,Av,Gd,RFn,CollgCr,2Story,PConc,Detchd,7,1998,0.0,2097,8,1,583,3205,3.5,274300
Ex,Ex,Gd,Ex,RFn,NoRidge,1Story,PConc,Attchd,10,2001,705.0,2633,8,2,804,5266,3.5,466500
Gd,Gd,No,Gd,Fin,Somerst,2Story,PConc,Attchd,7,2005,0.0,1958,9,1,936,2984,2.5,250000
Gd,Gd,Gd,Gd,Fin,Timber,1Story,PConc,Attchd,8,2007,80.0,1571,7,1,722,3142,2.0,239000
TA,Gd,Mn,TA,Unf,SWISU,1Story,BrkTil,Detchd,6,1930,0.0,790,4,0,160,1558,1.0,91000
TA,TA,No,TA,Unf,Edwards,1.5Fin,CBlock,Detchd,5,1941,0.0,1604,6,0,660,2588,2.0,117000
TA,TA,No,TA,Unf,BrDale,2Story,CBlock,Detchd,6,1973,408.0,987,5,0,264,1470,1.5,83000
TA,Gd,No,Gd,Fin,Timber,SLvl,PConc,BuiltIn,5,2006,0.0,1394,7,0,400,1778,2.5,167500
TA,TA,No,TA,Unf,Edwards,1Story,BrkTil,Detchd,3,1914,0.0,864,5,0,200,1728,2.0,58500
TA,TA,Mn,TA,Fin,NAmes,1Story,CBlock,Attchd,6,1970,0.0,2117,7,2,550,3322,2.5,237500
TA,Fa,No,Gd,Unf,OldTown,2Story,BrkTil,Detchd,7,1920,0.0,1762,8,0,576,2358,2.5,157000
TA,TA,No,Gd,Unf,Sawyer,1Story,BrkTil,Attchd,5,1918,0.0,1416,7,0,576,2232,2.0,112000
TA,TA,Mn,TA,Unf,Edwards,1.5Fin,BrkTil,Detchd,6,1939,0.0,1258,6,0,280,1818,1.0,105000
TA,TA,No,Gd,Unf,IDOTRR,1.5Fin,BrkTil,Detchd,4,1922,0.0,1154,7,0,240,1950,2.0,125500
TA,Gd,No,Gd,RFn,NWAmes,2Story,CBlock,Attchd,7,1978,184.0,2784,12,2,564,4176,4.5,250000
TA,TA,No,Gd,Unf,OldTown,1.5Fin,BrkTil,Detchd,6,1916,0.0,2526,10,1,216,3240,2.0,136000
Ex,Ex,Gd,Ex,Fin,Gilbert,1Story,PConc,Attchd,9,2006,160.0,1746,7,2,758,3492,3.0,377500
TA,TA,No,TA,Unf,BrkSide,1.5Fin,BrkTil,Detchd,6,1941,0.0,1218,6,1,440,1953,1.5,131000
Gd,Gd,Av,Gd,RFn,CollgCr,1Story,PConc,Attchd,7,2000,244.0,1525,6,0,541,3050,3.0,235000
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Detchd,5,1967,0.0,1584,8,0,792,3168,2.0,124000
TA,TA,Av,TA,RFn,NAmes,SFoyer,CBlock,Attchd,5,1967,0.0,900,6,1,288,1764,2.0,123000
TA,Fa,No,TA,Unf,OldTown,1.5Fin,BrkTil,Detchd,6,1905,0.0,1912,7,1,672,2394,2.0,163000
Gd,Gd,Av,Gd,Fin,Blmngtn,1Story,PConc,Attchd,7,2006,45.0,1500,6,1,648,2856,3.0,246578
Gd,Gd,Gd,Gd,Fin,Timber,2Story,PConc,BuiltIn,8,2005,245.0,2482,9,1,642,3576,2.5,281213
TA,TA,Av,TA,Unf,Timber,1Story,CBlock,Detchd,5,1948,0.0,1687,7,2,572,2434,2.0,160000
TA,TA,Mn,TA,Unf,BrkSide,2Story,BrkTil,Detchd,5,1920,0.0,1513,8,0,180,2452,1.5,137500
TA,TA,No,TA,Unf,NAmes,1.5Fin,CBlock,Attchd,5,1950,0.0,1904,7,0,240,3112,2.5,138000
TA,TA,No,Gd,Unf,SWISU,1.5Fin,BrkTil,Detchd,6,1925,0.0,1608,7,1,216,2584,2.5,137450
TA,TA,No,TA,RFn,BrkSide,1.5Fin,BrkTil,BuiltIn,6,1929,0.0,1158,5,1,208,2020,1.0,120000
TA,TA,No,TA,Fin,Gilbert,2Story,PConc,Attchd,6,2004,0.0,1593,8,1,398,2432,3.5,193000
Gd,Gd,Av,Gd,RFn,CollgCr,1Story,PConc,Attchd,7,2006,0.0,1294,6,1,662,2580,2.0,193879
Gd,Gd,Gd,Gd,Unf,Somerst,1Story,PConc,Attchd,8,2007,84.0,1464,6,0,754,2949,3.0,282922
TA,TA,No,TA,Unf,OldTown,1.5Fin,PConc,Detchd,3,1915,0.0,1214,6,0,936,1886,1.0,105000
Gd,Ex,Gd,Gd,Fin,Crawfor,1Story,PConc,Attchd,8,2004,174.0,1646,5,1,482,3240,3.5,275000
TA,Gd,Av,TA,Unf,CollgCr,SFoyer,CBlock,Detchd,5,1972,0.0,768,5,0,396,1536,2.0,133000
TA,TA,No,TA,NoGar,Mitchel,1Story,CBlock,NoGar,5,1985,0.0,833,5,0,0,1666,2.0,112000
TA,Fa,No,TA,Unf,OldTown,2Story,CBlock,Detchd,4,1910,0.0,1363,6,0,528,1985,1.0,125500
TA,Gd,No,TA,Fin,NWAmes,2Story,CBlock,Attchd,7,1986,123.0,2093,7,1,542,2884,2.5,215000
Gd,Gd,No,Gd,RFn,CollgCr,2Story,PConc,Attchd,7,2001,0.0,1840,6,0,622,2784,3.5,230000
TA,TA,No,TA,Unf,NAmes,1.5Fin,CBlock,Attchd,6,1950,0.0,1668,6,0,271,2524,1.5,140000
TA,NoBas,NoBas,TA,Unf,NAmes,1Story,Slab,Detchd,4,1949,0.0,1040,6,0,420,1040,2.0,90000
Gd,Gd,No,Gd,Fin,SawyerW,1Story,PConc,Attchd,8,2005,366.0,1844,7,1,620,3688,3.0,257000
TA,TA,No,Gd,Unf,BrkSide,1.5Fin,BrkTil,Detchd,6,1923,0.0,1848,8,1,370,2681,1.5,207000
Gd,Gd,No,Gd,RFn,Blmngtn,1Story,PConc,Attchd,7,2007,130.0,1569,7,1,660,2955,2.5,175900
TA,TA,No,TA,Unf,OldTown,2Story,PConc,Detchd,4,1885,0.0,2290,11,0,560,3067,2.0,122500
Gd,Gd,Mn,Gd,Fin,NoRidge,2Story,PConc,Attchd,8,1998,731.0,2450,7,1,1069,3734,3.5,340000
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Detchd,5,1963,0.0,1144,6,0,336,2288,2.5,124000
Gd,TA,Av,Gd,RFn,Crawfor,1Story,CBlock,Attchd,6,1969,312.0,1844,7,1,540,3688,3.0,223000
TA,TA,No,TA,RFn,NWAmes,2Story,CBlock,Attchd,6,1968,420.0,1416,7,1,776,2124,2.5,179900
TA,Gd,No,TA,RFn,NPkVill,1Story,CBlock,Attchd,6,1977,0.0,1069,4,1,440,2138,2.0,127500
Gd,Gd,Av,Gd,Fin,CollgCr,1Story,PConc,Attchd,6,2003,170.0,848,3,0,420,1696,2.0,136500
Gd,Gd,Av,Gd,Unf,Edwards,SLvl,CBlock,Attchd,6,1966,0.0,2201,8,1,432,2898,2.0,274970
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Detchd,5,1958,0.0,1344,6,1,484,2368,2.0,144000
Gd,TA,No,Gd,Unf,NAmes,1Story,CBlock,Detchd,6,1959,243.0,1252,7,0,528,2504,1.0,142000
Gd,Gd,No,Gd,RFn,NoRidge,2Story,PConc,Attchd,7,1994,448.0,2127,5,2,525,3350,3.5,271000
TA,TA,No,TA,Unf,NAmes,1.5Fin,CBlock,Attchd,5,1945,0.0,1558,6,1,288,2471,2.5,140000
TA,TA,No,Gd,Unf,OldTown,1Story,CBlock,Attchd,5,1940,294.0,804,4,2,240,1592,2.0,119000
Gd,Gd,No,Gd,Fin,NWAmes,1Story,CBlock,Attchd,6,1981,310.0,1440,7,1,467,2880,2.0,182900
Gd,Gd,Av,TA,Fin,Gilbert,2Story,PConc,BuiltIn,5,2005,0.0,1838,7,1,372,2570,2.5,192140
TA,Gd,No,TA,RFn,NPkVill,1Story,CBlock,Attchd,6,1976,0.0,958,5,0,440,1916,2.0,143750
TA,TA,No,TA,Unf,OldTown,1Story,BrkTil,Detchd,4,1927,0.0,968,5,0,216,1624,2.0,64500
TA,Gd,No,TA,Fin,Gilbert,2Story,PConc,Attchd,6,2000,318.0,1792,8,1,451,2728,3.5,186500
TA,TA,No,TA,RFn,Mitchel,1Story,CBlock,Attchd,5,1977,0.0,1126,5,1,484,2252,3.0,160000
Gd,TA,No,Gd,RFn,NAmes,1Story,CBlock,Attchd,6,1962,237.0,1537,7,1,462,2856,2.5,174000
TA,TA,No,TA,Unf,NAmes,1Story,PConc,Detchd,4,1971,0.0,864,5,0,528,1728,1.0,120500
Ex,Ex,Av,Ex,Fin,NridgHt,1Story,PConc,Attchd,8,2008,426.0,1932,7,1,774,3864,3.0,394617
TA,TA,No,TA,Unf,OldTown,1Story,CBlock,Attchd,6,1957,0.0,1236,6,0,923,2148,2.0,149700
TA,TA,No,TA,RFn,NWAmes,SLvl,CBlock,Attchd,7,1979,96.0,1725,6,1,550,2264,2.5,197000
TA,Ex,No,TA,Fin,Crawfor,2.5Fin,BrkTil,Detchd,6,1922,0.0,2555,11,1,672,2759,2.0,191000
Gd,Gd,Av,Gd,RFn,CollgCr,1Story,PConc,Attchd,6,2004,147.0,848,3,1,420,1696,2.0,149300
Ex,Ex,Av,Ex,Fin,Somerst,2Story,PConc,Attchd,10,2008,160.0,2007,10,1,812,3024,3.5,310000
TA,TA,No,Fa,Unf,BrkSide,1.5Unf,BrkTil,Detchd,6,1916,0.0,952,4,1,192,1904,1.0,121000
Gd,Gd,Av,Gd,RFn,CollgCr,1Story,PConc,Attchd,7,2004,106.0,1422,7,0,626,2844,2.0,179600
TA,TA,Gd,TA,Unf,Sawyer,SFoyer,CBlock,Detchd,6,1966,0.0,913,6,0,240,1727,2.0,129000
TA,TA,No,TA,Unf,Mitchel,1Story,CBlock,Attchd,5,1962,189.0,1188,6,0,312,2376,1.0,157900
Gd,Gd,No,Gd,RFn,CollgCr,2Story,PConc,Attchd,8,1995,438.0,2090,8,1,556,3310,3.5,240000
TA,Fa,No,TA,Unf,Edwards,2Story,CBlock,Detchd,4,1910,0.0,1346,6,0,384,1906,1.5,112000
TA,Gd,Av,Ex,NoGar,MeadowV,SFoyer,CBlock,NoGar,5,1970,0.0,630,3,0,0,1260,2.0,92000
TA,Gd,No,TA,NoGar,NAmes,2Story,CBlock,NoGar,5,1974,0.0,1792,8,0,0,2688,3.0,136000
Gd,Gd,No,Ex,Fin,Somerst,1Story,PConc,Attchd,8,2008,194.0,1578,7,1,840,3151,2.0,287090
TA,Gd,Gd,TA,Fin,Edwards,SLvl,PConc,Basment,5,2005,80.0,1072,5,0,525,1619,2.0,145000
TA,Gd,No,TA,NoGar,Mitchel,1Story,PConc,NoGar,5,2006,0.0,1140,6,0,0,2280,1.0,84500
Gd,Gd,No,Gd,RFn,Somerst,1Story,PConc,Attchd,7,2004,0.0,1221,6,0,400,2442,3.0,185000
TA,Gd,No,TA,RFn,Gilbert,2Story,PConc,Attchd,6,1999,0.0,1647,7,1,460,2600,2.5,175000
TA,Gd,No,TA,Unf,NWAmes,1Story,CBlock,Attchd,6,1978,119.0,2073,7,2,500,3615,3.0,210000
Ex,TA,No,Gd,RFn,Crawfor,2Story,Stone,Attchd,7,1941,0.0,2340,9,2,252,3492,2.0,266500
TA,TA,Mn,Gd,Unf,NAmes,1Story,CBlock,Attchd,5,1950,0.0,1078,5,0,240,2156,2.0,142125
Gd,TA,No,TA,Fin,Edwards,1Story,CBlock,Attchd,5,1965,0.0,1256,6,0,276,2512,2.5,147500
